"DATE","YEARMODA","Weather_Station","Year","Month","Day","JDay","Tmin","Tmax","Tmin_source","Tmax_source","no_Tmin","no_Tmax"
2012-01-19 12:00:00,20120119,"Quillota",2012,1,19,19,15.6,24.4,NA,NA,FALSE,FALSE
2012-01-20 12:00:00,20120120,"Quillota",2012,1,20,20,16,24,NA,NA,FALSE,FALSE
2012-01-21 12:00:00,20120121,"Quillota",2012,1,21,21,14.4,25.6,NA,NA,FALSE,FALSE
2012-01-22 12:00:00,20120122,"Quillota",2012,1,22,22,8.8,26.4,NA,NA,FALSE,FALSE
2012-01-23 12:00:00,20120123,"Quillota",2012,1,23,23,9.6,28.6,NA,NA,FALSE,FALSE
2012-01-24 12:00:00,20120124,"Quillota",2012,1,24,24,8,32.6,NA,NA,FALSE,FALSE
2012-01-25 12:00:00,20120125,"Quillota",2012,1,25,25,9.4,27.2,NA,NA,FALSE,FALSE
2012-01-26 12:00:00,20120126,"Quillota",2012,1,26,26,10.2,24.6,NA,NA,FALSE,FALSE
2012-01-27 12:00:00,20120127,"Quillota",2012,1,27,27,9,25.2,NA,NA,FALSE,FALSE
2012-01-28 12:00:00,20120128,"Quillota",2012,1,28,28,8.8,28.8,NA,NA,FALSE,FALSE
2012-01-29 12:00:00,20120129,"Quillota",2012,1,29,29,9.4,31.6,NA,NA,FALSE,FALSE
2012-01-30 12:00:00,20120130,"Quillota",2012,1,30,30,10,30.4,NA,NA,FALSE,FALSE
2012-01-31 12:00:00,20120131,"Quillota",2012,1,31,31,10,32.6,NA,NA,FALSE,FALSE
2012-02-01 12:00:00,20120201,"Quillota",2012,2,1,32,11,31.6,NA,NA,FALSE,FALSE
2012-02-02 12:00:00,20120202,"Quillota",2012,2,2,33,8.6,30.4,NA,NA,FALSE,FALSE
2012-02-03 12:00:00,20120203,"Quillota",2012,2,3,34,7.2,25,NA,NA,FALSE,FALSE
2012-02-04 12:00:00,20120204,"Quillota",2012,2,4,35,8,31.4,NA,NA,FALSE,FALSE
2012-02-05 12:00:00,20120205,"Quillota",2012,2,5,36,8.2,27.6,NA,NA,FALSE,FALSE
2012-02-06 12:00:00,20120206,"Quillota",2012,2,6,37,8.2,27.2,NA,NA,FALSE,FALSE
2012-02-07 12:00:00,20120207,"Quillota",2012,2,7,38,7.8,28.4,NA,NA,FALSE,FALSE
2012-02-08 12:00:00,20120208,"Quillota",2012,2,8,39,7.4,33.2,NA,NA,FALSE,FALSE
2012-02-09 12:00:00,20120209,"Quillota",2012,2,9,40,9,29.2,NA,NA,FALSE,FALSE
2012-02-10 12:00:00,20120210,"Quillota",2012,2,10,41,8,28,NA,NA,FALSE,FALSE
2012-02-11 12:00:00,20120211,"Quillota",2012,2,11,42,10.2,25,NA,NA,FALSE,FALSE
2012-02-12 12:00:00,20120212,"Quillota",2012,2,12,43,9.6,28.8,NA,NA,FALSE,FALSE
2012-02-13 12:00:00,20120213,"Quillota",2012,2,13,44,14.2,28.4,NA,NA,FALSE,FALSE
2012-02-14 12:00:00,20120214,"Quillota",2012,2,14,45,12.8,27.6,NA,NA,FALSE,FALSE
2012-02-15 12:00:00,20120215,"Quillota",2012,2,15,46,10.6,28.4,NA,NA,FALSE,FALSE
2012-02-16 12:00:00,20120216,"Quillota",2012,2,16,47,11.6,28.4,NA,NA,FALSE,FALSE
2012-02-17 12:00:00,20120217,"Quillota",2012,2,17,48,11.4,28.6,NA,NA,FALSE,FALSE
2012-02-18 12:00:00,20120218,"Quillota",2012,2,18,49,11,28.2,NA,NA,FALSE,FALSE
2012-02-19 12:00:00,20120219,"Quillota",2012,2,19,50,11.8,29.8,NA,NA,FALSE,FALSE
2012-02-20 12:00:00,20120220,"Quillota",2012,2,20,51,12,28.8,NA,NA,FALSE,FALSE
2012-02-21 12:00:00,20120221,"Quillota",2012,2,21,52,9.4,30.8,NA,NA,FALSE,FALSE
2012-02-22 12:00:00,20120222,"Quillota",2012,2,22,53,8.2,30.8,NA,NA,FALSE,FALSE
2012-02-23 12:00:00,20120223,"Quillota",2012,2,23,54,12,22.8,NA,NA,FALSE,FALSE
2012-02-24 12:00:00,20120224,"Quillota",2012,2,24,55,14.4,25,NA,NA,FALSE,FALSE
2012-02-25 12:00:00,20120225,"Quillota",2012,2,25,56,8.8,31.6,NA,NA,FALSE,FALSE
2012-02-26 12:00:00,20120226,"Quillota",2012,2,26,57,10.2,33.4,NA,NA,FALSE,FALSE
2012-02-27 12:00:00,20120227,"Quillota",2012,2,27,58,9,33.2,NA,NA,FALSE,FALSE
2012-02-28 12:00:00,20120228,"Quillota",2012,2,28,59,12.2,29.6,NA,NA,FALSE,FALSE
2012-02-29 12:00:00,20120229,"Quillota",2012,2,29,60,8.2,29.6,NA,NA,FALSE,FALSE
2012-03-01 12:00:00,20120301,"Quillota",2012,3,1,61,6,35,NA,NA,FALSE,FALSE
2012-03-02 12:00:00,20120302,"Quillota",2012,3,2,62,7.6,37.4,NA,NA,FALSE,FALSE
2012-03-03 12:00:00,20120303,"Quillota",2012,3,3,63,12.4,38.8,NA,NA,FALSE,FALSE
2012-03-04 12:00:00,20120304,"Quillota",2012,3,4,64,11.8,33.2,NA,NA,FALSE,FALSE
2012-03-05 12:00:00,20120305,"Quillota",2012,3,5,65,12.8,30.6,NA,NA,FALSE,FALSE
2012-03-06 12:00:00,20120306,"Quillota",2012,3,6,66,10,30.4,NA,NA,FALSE,FALSE
2012-03-07 12:00:00,20120307,"Quillota",2012,3,7,67,8,34.8,NA,NA,FALSE,FALSE
2012-03-08 12:00:00,20120308,"Quillota",2012,3,8,68,9,26,NA,NA,FALSE,FALSE
2012-03-09 12:00:00,20120309,"Quillota",2012,3,9,69,13.6,26.6,NA,NA,FALSE,FALSE
2012-03-10 12:00:00,20120310,"Quillota",2012,3,10,70,7.8,25,NA,NA,FALSE,FALSE
2012-03-11 12:00:00,20120311,"Quillota",2012,3,11,71,13.4,24.6,NA,NA,FALSE,FALSE
2012-03-12 12:00:00,20120312,"Quillota",2012,3,12,72,7.4,28.4,NA,NA,FALSE,FALSE
2012-03-13 12:00:00,20120313,"Quillota",2012,3,13,73,7.4,31.6,NA,NA,FALSE,FALSE
2012-03-14 12:00:00,20120314,"Quillota",2012,3,14,74,7.6,29.6,NA,NA,FALSE,FALSE
2012-03-15 12:00:00,20120315,"Quillota",2012,3,15,75,9.4,24.4,NA,NA,FALSE,FALSE
2012-03-16 12:00:00,20120316,"Quillota",2012,3,16,76,10.4,23,NA,NA,FALSE,FALSE
2012-03-17 12:00:00,20120317,"Quillota",2012,3,17,77,16.2,27,NA,NA,FALSE,FALSE
2012-03-18 12:00:00,20120318,"Quillota",2012,3,18,78,8,27.6,NA,NA,FALSE,FALSE
2012-03-19 12:00:00,20120319,"Quillota",2012,3,19,79,8,27.8,NA,NA,FALSE,FALSE
2012-03-20 12:00:00,20120320,"Quillota",2012,3,20,80,9,26.6,NA,NA,FALSE,FALSE
2012-03-21 12:00:00,20120321,"Quillota",2012,3,21,81,8,26.2,NA,NA,FALSE,FALSE
2012-03-22 12:00:00,20120322,"Quillota",2012,3,22,82,7.6,30.6,NA,NA,FALSE,FALSE
2012-03-23 12:00:00,20120323,"Quillota",2012,3,23,83,6.8,24.4,NA,NA,FALSE,FALSE
2012-03-24 12:00:00,20120324,"Quillota",2012,3,24,84,11.6,25.2,NA,NA,FALSE,FALSE
2012-03-25 12:00:00,20120325,"Quillota",2012,3,25,85,7.2,25.8,NA,NA,FALSE,FALSE
2012-03-26 12:00:00,20120326,"Quillota",2012,3,26,86,13.4,27.2,NA,NA,FALSE,FALSE
2012-03-27 12:00:00,20120327,"Quillota",2012,3,27,87,5.2,24.2,NA,NA,FALSE,FALSE
2012-03-28 12:00:00,20120328,"Quillota",2012,3,28,88,10.2,22.4,NA,NA,FALSE,FALSE
2012-03-29 12:00:00,20120329,"Quillota",2012,3,29,89,6,24.4,NA,NA,FALSE,FALSE
2012-03-30 12:00:00,20120330,"Quillota",2012,3,30,90,6,23.4,NA,NA,FALSE,FALSE
2012-03-31 12:00:00,20120331,"Quillota",2012,3,31,91,12,23.2,NA,NA,FALSE,FALSE
2012-04-01 12:00:00,20120401,"Quillota",2012,4,1,92,9.4,23.6,NA,NA,FALSE,FALSE
2012-04-02 12:00:00,20120402,"Quillota",2012,4,2,93,8.2,22.6,NA,NA,FALSE,FALSE
2012-04-03 12:00:00,20120403,"Quillota",2012,4,3,94,13,19,NA,NA,FALSE,FALSE
2012-04-04 12:00:00,20120404,"Quillota",2012,4,4,95,12.4,24.4,NA,NA,FALSE,FALSE
2012-04-05 12:00:00,20120405,"Quillota",2012,4,5,96,5.8,31.2,NA,NA,FALSE,FALSE
2012-04-06 12:00:00,20120406,"Quillota",2012,4,6,97,5.8,29.6,NA,NA,FALSE,FALSE
2012-04-07 12:00:00,20120407,"Quillota",2012,4,7,98,4.4,31,NA,NA,FALSE,FALSE
2012-04-08 12:00:00,20120408,"Quillota",2012,4,8,99,4.8,29.4,NA,NA,FALSE,FALSE
2012-04-09 12:00:00,20120409,"Quillota",2012,4,9,100,10.8,20.4,NA,NA,FALSE,FALSE
2012-04-10 12:00:00,20120410,"Quillota",2012,4,10,101,5,22.6,NA,NA,FALSE,FALSE
2012-04-11 12:00:00,20120411,"Quillota",2012,4,11,102,6.2,26.6,NA,NA,FALSE,FALSE
2012-04-12 12:00:00,20120412,"Quillota",2012,4,12,103,7.4,22.2,NA,NA,FALSE,FALSE
2012-04-13 12:00:00,20120413,"Quillota",2012,4,13,104,13.8,21.4,NA,NA,FALSE,FALSE
2012-04-14 12:00:00,20120414,"Quillota",2012,4,14,105,6.8,28,NA,NA,FALSE,FALSE
2012-04-15 12:00:00,20120415,"Quillota",2012,4,15,106,6.2,26.2,NA,NA,FALSE,FALSE
2012-04-16 12:00:00,20120416,"Quillota",2012,4,16,107,5.96802878804527,26.3617536786938,"daily_records1","daily_records1",FALSE,FALSE
2012-04-17 12:00:00,20120417,"Quillota",2012,4,17,108,4,27.4,NA,NA,FALSE,FALSE
2012-04-18 12:00:00,20120418,"Quillota",2012,4,18,109,3,21.8,NA,NA,FALSE,FALSE
2012-04-19 12:00:00,20120419,"Quillota",2012,4,19,110,3,25,NA,NA,FALSE,FALSE
2012-04-20 12:00:00,20120420,"Quillota",2012,4,20,111,5,21,NA,NA,FALSE,FALSE
2012-04-21 12:00:00,20120421,"Quillota",2012,4,21,112,1.6,26.2,NA,NA,FALSE,FALSE
2012-04-22 12:00:00,20120422,"Quillota",2012,4,22,113,6.2,16,NA,NA,FALSE,FALSE
2012-04-23 12:00:00,20120423,"Quillota",2012,4,23,114,12.4,16.4,NA,NA,FALSE,FALSE
2012-04-24 12:00:00,20120424,"Quillota",2012,4,24,115,7,23.6,NA,NA,FALSE,FALSE
2012-04-25 12:00:00,20120425,"Quillota",2012,4,25,116,6,19,NA,NA,FALSE,FALSE
2012-04-26 12:00:00,20120426,"Quillota",2012,4,26,117,8.8,17.6,NA,NA,FALSE,FALSE
2012-04-27 12:00:00,20120427,"Quillota",2012,4,27,118,9.8,15,NA,NA,FALSE,FALSE
2012-04-28 12:00:00,20120428,"Quillota",2012,4,28,119,1.2,18.6,NA,NA,FALSE,FALSE
2012-04-29 12:00:00,20120429,"Quillota",2012,4,29,120,1.6,27.2,NA,NA,FALSE,FALSE
2012-04-30 12:00:00,20120430,"Quillota",2012,4,30,121,2,27.8,NA,NA,FALSE,FALSE
2012-05-01 12:00:00,20120501,"Quillota",2012,5,1,122,2,24.8,NA,NA,FALSE,FALSE
2012-05-02 12:00:00,20120502,"Quillota",2012,5,2,123,2.2,23.8,NA,NA,FALSE,FALSE
2012-05-03 12:00:00,20120503,"Quillota",2012,5,3,124,3.2,24,NA,NA,FALSE,FALSE
2012-05-04 12:00:00,20120504,"Quillota",2012,5,4,125,4.8,22,NA,NA,FALSE,FALSE
2012-05-05 12:00:00,20120505,"Quillota",2012,5,5,126,10,20.2,NA,NA,FALSE,FALSE
2012-05-06 12:00:00,20120506,"Quillota",2012,5,6,127,12.6,22.6,NA,NA,FALSE,FALSE
2012-05-07 12:00:00,20120507,"Quillota",2012,5,7,128,10.6,23.6,NA,NA,FALSE,FALSE
2012-05-08 12:00:00,20120508,"Quillota",2012,5,8,129,10.3,19.6,NA,NA,FALSE,FALSE
2012-05-09 12:00:00,20120509,"Quillota",2012,5,9,130,11,20.6,NA,NA,FALSE,FALSE
2012-05-10 12:00:00,20120510,"Quillota",2012,5,10,131,2.4,22.6,NA,NA,FALSE,FALSE
2012-05-11 12:00:00,20120511,"Quillota",2012,5,11,132,8.2,23.4,NA,NA,FALSE,FALSE
2012-05-12 12:00:00,20120512,"Quillota",2012,5,12,133,2,19.2,NA,NA,FALSE,FALSE
2012-05-13 12:00:00,20120513,"Quillota",2012,5,13,134,10.2,17.6,NA,NA,FALSE,FALSE
2012-05-14 12:00:00,20120514,"Quillota",2012,5,14,135,2.4,22.2,NA,NA,FALSE,FALSE
2012-05-15 12:00:00,20120515,"Quillota",2012,5,15,136,3,19,NA,NA,FALSE,FALSE
2012-05-16 12:00:00,20120516,"Quillota",2012,5,16,137,1.6,23,NA,NA,FALSE,FALSE
2012-05-17 12:00:00,20120517,"Quillota",2012,5,17,138,8.4,16.8,NA,NA,FALSE,FALSE
2012-05-18 12:00:00,20120518,"Quillota",2012,5,18,139,2.8,23.4,NA,NA,FALSE,FALSE
2012-05-19 12:00:00,20120519,"Quillota",2012,5,19,140,1.8,24.4,NA,NA,FALSE,FALSE
2012-05-20 12:00:00,20120520,"Quillota",2012,5,20,141,2.8,23.6,NA,NA,FALSE,FALSE
2012-05-21 12:00:00,20120521,"Quillota",2012,5,21,142,2.6,24,NA,NA,FALSE,FALSE
2012-05-22 12:00:00,20120522,"Quillota",2012,5,22,143,1.8,23.4,NA,NA,FALSE,FALSE
2012-05-23 12:00:00,20120523,"Quillota",2012,5,23,144,1.6,28.2,NA,NA,FALSE,FALSE
2012-05-24 12:00:00,20120524,"Quillota",2012,5,24,145,1.2,20.6,NA,NA,FALSE,FALSE
2012-05-25 12:00:00,20120525,"Quillota",2012,5,25,146,10.6,20.2,NA,NA,FALSE,FALSE
2012-05-26 12:00:00,20120526,"Quillota",2012,5,26,147,10,18.2,NA,NA,FALSE,FALSE
2012-05-27 12:00:00,20120527,"Quillota",2012,5,27,148,11.3,19.2,NA,NA,FALSE,FALSE
2012-05-28 12:00:00,20120528,"Quillota",2012,5,28,149,9.01,24.6,NA,NA,FALSE,FALSE
2012-05-29 12:00:00,20120529,"Quillota",2012,5,29,150,7.4,25.2,NA,NA,FALSE,FALSE
2012-05-30 12:00:00,20120530,"Quillota",2012,5,30,151,6.4,23.4,NA,NA,FALSE,FALSE
2012-05-31 12:00:00,20120531,"Quillota",2012,5,31,152,8.4,23.4,NA,NA,FALSE,FALSE
2012-06-01 12:00:00,20120601,"Quillota",2012,6,1,153,6.4,28.6,NA,NA,FALSE,FALSE
2012-06-02 12:00:00,20120602,"Quillota",2012,6,2,154,7,25,NA,NA,FALSE,FALSE
2012-06-03 12:00:00,20120603,"Quillota",2012,6,3,155,4.4,21.6,NA,NA,FALSE,FALSE
2012-06-04 12:00:00,20120604,"Quillota",2012,6,4,156,0.2,18.8,NA,NA,FALSE,FALSE
2012-06-05 12:00:00,20120605,"Quillota",2012,6,5,157,-1.2,19.2,NA,NA,FALSE,FALSE
2012-06-06 12:00:00,20120606,"Quillota",2012,6,6,158,-2,24.2,NA,NA,FALSE,FALSE
2012-06-07 12:00:00,20120607,"Quillota",2012,6,7,159,-1.8,20.2,NA,NA,FALSE,FALSE
2012-06-08 12:00:00,20120608,"Quillota",2012,6,8,160,-1.8,17,NA,NA,FALSE,FALSE
2012-06-09 12:00:00,20120609,"Quillota",2012,6,9,161,7.4,14.4,NA,NA,FALSE,FALSE
2012-06-10 12:00:00,20120610,"Quillota",2012,6,10,162,-0.4,20,NA,NA,FALSE,FALSE
2012-06-11 12:00:00,20120611,"Quillota",2012,6,11,163,2.8,18.4,NA,NA,FALSE,FALSE
2012-06-12 12:00:00,20120612,"Quillota",2012,6,12,164,9.6,15.2,NA,NA,FALSE,FALSE
2012-06-13 12:00:00,20120613,"Quillota",2012,6,13,165,12.2,22.4,NA,NA,FALSE,FALSE
2012-06-14 12:00:00,20120614,"Quillota",2012,6,14,166,7.4,19.6,NA,NA,FALSE,FALSE
2012-06-15 12:00:00,20120615,"Quillota",2012,6,15,167,8,16,NA,NA,FALSE,FALSE
2012-06-16 12:00:00,20120616,"Quillota",2012,6,16,168,11,21.8,NA,NA,FALSE,FALSE
2012-06-17 12:00:00,20120617,"Quillota",2012,6,17,169,10,15,NA,NA,FALSE,FALSE
2012-06-18 12:00:00,20120618,"Quillota",2012,6,18,170,5,19,NA,NA,FALSE,FALSE
2012-06-19 12:00:00,20120619,"Quillota",2012,6,19,171,10.2,19,NA,NA,FALSE,FALSE
2012-06-20 12:00:00,20120620,"Quillota",2012,6,20,172,9.2,16.2,NA,NA,FALSE,FALSE
2012-06-21 12:00:00,20120621,"Quillota",2012,6,21,173,2.6,20.2,NA,NA,FALSE,FALSE
2012-06-22 12:00:00,20120622,"Quillota",2012,6,22,174,2,22.4,NA,NA,FALSE,FALSE
2012-06-23 12:00:00,20120623,"Quillota",2012,6,23,175,1,22.4,NA,NA,FALSE,FALSE
2012-06-24 12:00:00,20120624,"Quillota",2012,6,24,176,0.4,24.6,NA,NA,FALSE,FALSE
2012-06-25 12:00:00,20120625,"Quillota",2012,6,25,177,0,19.8,NA,NA,FALSE,FALSE
2012-06-26 12:00:00,20120626,"Quillota",2012,6,26,178,2.2,13.4,NA,NA,FALSE,FALSE
2012-06-27 12:00:00,20120627,"Quillota",2012,6,27,179,9,17.4,NA,NA,FALSE,FALSE
2012-06-28 12:00:00,20120628,"Quillota",2012,6,28,180,7.8,13.6,NA,NA,FALSE,FALSE
2012-06-29 12:00:00,20120629,"Quillota",2012,6,29,181,9.4,17.8,NA,NA,FALSE,FALSE
2012-06-30 12:00:00,20120630,"Quillota",2012,6,30,182,10.2,18.2,NA,NA,FALSE,FALSE
2012-07-01 12:00:00,20120701,"Quillota",2012,7,1,183,10.8,17.4,NA,NA,FALSE,FALSE
2012-07-02 12:00:00,20120702,"Quillota",2012,7,2,184,7.6,14.8,NA,NA,FALSE,FALSE
2012-07-03 12:00:00,20120703,"Quillota",2012,7,3,185,-1.4,15,NA,NA,FALSE,FALSE
2012-07-04 12:00:00,20120704,"Quillota",2012,7,4,186,-0.4,15.2,NA,NA,FALSE,FALSE
2012-07-05 12:00:00,20120705,"Quillota",2012,7,5,187,0,12.8,NA,NA,FALSE,FALSE
2012-07-06 12:00:00,20120706,"Quillota",2012,7,6,188,-1.8,16.8,NA,NA,FALSE,FALSE
2012-07-07 12:00:00,20120707,"Quillota",2012,7,7,189,-2.2,20.6,NA,NA,FALSE,FALSE
2012-07-08 12:00:00,20120708,"Quillota",2012,7,8,190,-1.4,19.2,NA,NA,FALSE,FALSE
2012-07-09 12:00:00,20120709,"Quillota",2012,7,9,191,-1.2,16.2,NA,NA,FALSE,FALSE
2012-07-10 12:00:00,20120710,"Quillota",2012,7,10,192,0.2,18.8,NA,NA,FALSE,FALSE
2012-07-11 12:00:00,20120711,"Quillota",2012,7,11,193,0.4,15.41,NA,NA,FALSE,FALSE
2012-07-12 12:00:00,20120712,"Quillota",2012,7,12,194,-0.6,22.2,NA,NA,FALSE,FALSE
2012-07-13 12:00:00,20120713,"Quillota",2012,7,13,195,1,22,NA,NA,FALSE,FALSE
2012-07-14 12:00:00,20120714,"Quillota",2012,7,14,196,7.1,15,NA,NA,FALSE,FALSE
2012-07-15 12:00:00,20120715,"Quillota",2012,7,15,197,1,19.8,NA,NA,FALSE,FALSE
2012-07-16 12:00:00,20120716,"Quillota",2012,7,16,198,0.3,25.2,NA,NA,FALSE,FALSE
2012-07-17 12:00:00,20120717,"Quillota",2012,7,17,199,1.6,26.6,NA,NA,FALSE,FALSE
2012-07-18 12:00:00,20120718,"Quillota",2012,7,18,200,2.4,29.2,NA,NA,FALSE,FALSE
2012-07-19 12:00:00,20120719,"Quillota",2012,7,19,201,6.4,18.6,NA,NA,FALSE,FALSE
2012-07-20 12:00:00,20120720,"Quillota",2012,7,20,202,2.8,21,NA,NA,FALSE,FALSE
2012-07-21 12:00:00,20120721,"Quillota",2012,7,21,203,3,18.4,NA,NA,FALSE,FALSE
2012-07-22 12:00:00,20120722,"Quillota",2012,7,22,204,2,20.4,NA,NA,FALSE,FALSE
2012-07-23 12:00:00,20120723,"Quillota",2012,7,23,205,1.4,19.4,NA,NA,FALSE,FALSE
2012-07-24 12:00:00,20120724,"Quillota",2012,7,24,206,0,19,NA,NA,FALSE,FALSE
2012-07-25 12:00:00,20120725,"Quillota",2012,7,25,207,-0.1,16.4,NA,NA,FALSE,FALSE
2012-07-26 12:00:00,20120726,"Quillota",2012,7,26,208,5.6,16.2,NA,NA,FALSE,FALSE
2012-07-27 12:00:00,20120727,"Quillota",2012,7,27,209,-0.2,19.4,NA,NA,FALSE,FALSE
2012-07-28 12:00:00,20120728,"Quillota",2012,7,28,210,-1.2,14.2,NA,NA,FALSE,FALSE
2012-07-29 12:00:00,20120729,"Quillota",2012,7,29,211,-2.4,19.4,NA,NA,FALSE,FALSE
2012-07-30 12:00:00,20120730,"Quillota",2012,7,30,212,-1.8,17.8,NA,NA,FALSE,FALSE
2012-07-31 12:00:00,20120731,"Quillota",2012,7,31,213,7,17.2,NA,NA,FALSE,FALSE
2012-08-01 12:00:00,20120801,"Quillota",2012,8,1,214,9.2,17.4,NA,NA,FALSE,FALSE
2012-08-02 12:00:00,20120802,"Quillota",2012,8,2,215,4.6,15.55,NA,NA,FALSE,FALSE
2012-08-03 12:00:00,20120803,"Quillota",2012,8,3,216,3.2,12.8,NA,NA,FALSE,FALSE
2012-08-04 12:00:00,20120804,"Quillota",2012,8,4,217,-0.6,18.8,NA,NA,FALSE,FALSE
2012-08-05 12:00:00,20120805,"Quillota",2012,8,5,218,4.8,16.8,NA,NA,FALSE,FALSE
2012-08-06 12:00:00,20120806,"Quillota",2012,8,6,219,1.46,16.4,NA,NA,FALSE,FALSE
2012-08-07 12:00:00,20120807,"Quillota",2012,8,7,220,-1.2,19.8,NA,NA,FALSE,FALSE
2012-08-08 12:00:00,20120808,"Quillota",2012,8,8,221,0,24.8,NA,NA,FALSE,FALSE
2012-08-09 12:00:00,20120809,"Quillota",2012,8,9,222,1.6,15,NA,NA,FALSE,FALSE
2012-08-10 12:00:00,20120810,"Quillota",2012,8,10,223,7.8,19.4,NA,NA,FALSE,FALSE
2012-08-11 12:00:00,20120811,"Quillota",2012,8,11,224,6.4,16.6,NA,NA,FALSE,FALSE
2012-08-12 12:00:00,20120812,"Quillota",2012,8,12,225,-1.19,19.8,NA,NA,FALSE,FALSE
2012-08-13 12:00:00,20120813,"Quillota",2012,8,13,226,1.6,13.2,NA,NA,FALSE,FALSE
2012-08-14 12:00:00,20120814,"Quillota",2012,8,14,227,4,17.4,NA,NA,FALSE,FALSE
2012-08-15 12:00:00,20120815,"Quillota",2012,8,15,228,4.6,14.2,NA,NA,FALSE,FALSE
2012-08-16 12:00:00,20120816,"Quillota",2012,8,16,229,7.8,16,NA,NA,FALSE,FALSE
2012-08-17 12:00:00,20120817,"Quillota",2012,8,17,230,9.2,18,NA,NA,FALSE,FALSE
2012-08-18 12:00:00,20120818,"Quillota",2012,8,18,231,1,21.2,NA,NA,FALSE,FALSE
2012-08-19 12:00:00,20120819,"Quillota",2012,8,19,232,6.6,16.4,NA,NA,FALSE,FALSE
2012-08-20 12:00:00,20120820,"Quillota",2012,8,20,233,1.4,23.4,NA,NA,FALSE,FALSE
2012-08-21 12:00:00,20120821,"Quillota",2012,8,21,234,2.8,16,NA,NA,FALSE,FALSE
2012-08-22 12:00:00,20120822,"Quillota",2012,8,22,235,4,13.4,NA,NA,FALSE,FALSE
2012-08-23 12:00:00,20120823,"Quillota",2012,8,23,236,5.4,16.4,NA,NA,FALSE,FALSE
2012-08-24 12:00:00,20120824,"Quillota",2012,8,24,237,-0.1,19.4,NA,NA,FALSE,FALSE
2012-08-25 12:00:00,20120825,"Quillota",2012,8,25,238,1.28,20,NA,NA,FALSE,FALSE
2012-08-26 12:00:00,20120826,"Quillota",2012,8,26,239,-1.4,20.8,NA,NA,FALSE,FALSE
2012-08-27 12:00:00,20120827,"Quillota",2012,8,27,240,0.4,22.4,NA,NA,FALSE,FALSE
2012-08-28 12:00:00,20120828,"Quillota",2012,8,28,241,4,24.2,NA,NA,FALSE,FALSE
2012-08-29 12:00:00,20120829,"Quillota",2012,8,29,242,3.8,23,NA,NA,FALSE,FALSE
2012-08-30 12:00:00,20120830,"Quillota",2012,8,30,243,4,16.6,NA,NA,FALSE,FALSE
2012-08-31 12:00:00,20120831,"Quillota",2012,8,31,244,2.2,25.8,NA,NA,FALSE,FALSE
2012-09-01 12:00:00,20120901,"Quillota",2012,9,1,245,3.4,27.6,NA,NA,FALSE,FALSE
2012-09-02 12:00:00,20120902,"Quillota",2012,9,2,246,9.2,15.4,NA,NA,FALSE,FALSE
2012-09-03 12:00:00,20120903,"Quillota",2012,9,3,247,10.8,15.4,NA,NA,FALSE,FALSE
2012-09-04 12:00:00,20120904,"Quillota",2012,9,4,248,8.4,21.6,NA,NA,FALSE,FALSE
2012-09-05 12:00:00,20120905,"Quillota",2012,9,5,249,3.2,24.8,NA,NA,FALSE,FALSE
2012-09-06 12:00:00,20120906,"Quillota",2012,9,6,250,8.6,16.4,NA,NA,FALSE,FALSE
2012-09-07 12:00:00,20120907,"Quillota",2012,9,7,251,6.2,14.8,NA,NA,FALSE,FALSE
2012-09-08 12:00:00,20120908,"Quillota",2012,9,8,252,3.2,23,NA,NA,FALSE,FALSE
2012-09-09 12:00:00,20120909,"Quillota",2012,9,9,253,4.8,18.4,NA,NA,FALSE,FALSE
2012-09-10 12:00:00,20120910,"Quillota",2012,9,10,254,9.6,18,NA,NA,FALSE,FALSE
2012-09-11 12:00:00,20120911,"Quillota",2012,9,11,255,9,14.8,NA,NA,FALSE,FALSE
2012-09-12 12:00:00,20120912,"Quillota",2012,9,12,256,6.6,25.8,NA,NA,FALSE,FALSE
2012-09-13 12:00:00,20120913,"Quillota",2012,9,13,257,4.6,14.6,NA,NA,FALSE,FALSE
2012-09-14 12:00:00,20120914,"Quillota",2012,9,14,258,9.6,15.2,NA,NA,FALSE,FALSE
2012-09-15 12:00:00,20120915,"Quillota",2012,9,15,259,9.2,21.8,NA,NA,FALSE,FALSE
2012-09-16 12:00:00,20120916,"Quillota",2012,9,16,260,3.4,20.4,NA,NA,FALSE,FALSE
2012-09-17 12:00:00,20120917,"Quillota",2012,9,17,261,4,15.8,NA,NA,FALSE,FALSE
2012-09-18 12:00:00,20120918,"Quillota",2012,9,18,262,5,17,NA,NA,FALSE,FALSE
2012-09-19 12:00:00,20120919,"Quillota",2012,9,19,263,-0.4,21.4,NA,NA,FALSE,FALSE
2012-09-20 12:00:00,20120920,"Quillota",2012,9,20,264,1.4,22.4,NA,NA,FALSE,FALSE
2012-09-21 12:00:00,20120921,"Quillota",2012,9,21,265,1.6,27.6,NA,NA,FALSE,FALSE
2012-09-22 12:00:00,20120922,"Quillota",2012,9,22,266,2.8,27.2,NA,NA,FALSE,FALSE
2012-09-23 12:00:00,20120923,"Quillota",2012,9,23,267,6.4,16,NA,NA,FALSE,FALSE
2012-09-24 12:00:00,20120924,"Quillota",2012,9,24,268,4.2,21.4,NA,NA,FALSE,FALSE
2012-09-25 12:00:00,20120925,"Quillota",2012,9,25,269,4,23.6,NA,NA,FALSE,FALSE
2012-09-26 12:00:00,20120926,"Quillota",2012,9,26,270,8.4,13,NA,NA,FALSE,FALSE
